ASIN,"Content Update Receipt Date","Content Update Start Date","Creation Date","Current Book Format","Device Family","Device Serial Number",Marketplace,"New Book Format","Product Name",Reason,"Software Version",Status,"Third Party Device","Update Date","Update Target"
B09R21YVLM,"NOT AVAILABLE","NOT AVAILABLE",2023-01-25T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Small Game","NOT AVAILABLE",1285403200,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B003L77UKC,"NOT AVAILABLE","NOT AVAILABLE",2023-01-19T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","A Calendar of Wisdom","NOT AVAILABLE",1285403200,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B09QMHZ53K,"NOT AVAILABLE","NOT AVAILABLE",2023-01-19T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Demon Copperhead","NOT AVAILABLE",1285403200,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B003L77UKC,"NOT AVAILABLE","NOT AVAILABLE",2023-01-18T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","A Calendar of Wisdom","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B01HNJIJ3U,"NOT AVAILABLE","NOT AVAILABLE",2023-01-03T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Idiot","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09T9D8QY7,"NOT AVAILABLE","NOT AVAILABLE",2023-01-03T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Passenger","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B01HNJIJ3U,"NOT AVAILABLE","NOT AVAILABLE",2023-01-02T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Idiot","NOT AVAILABLE",1285403200,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08BYBNGMW,"NOT AVAILABLE","NOT AVAILABLE",2022-12-27T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Nöthin' But a Good Time","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08BYBNGMW,"NOT AVAILABLE","NOT AVAILABLE",2022-12-25T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Nöthin' But a Good Time","NOT AVAILABLE",1285389800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B09RX45W14,"NOT AVAILABLE","NOT AVAILABLE",2022-12-20T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Song of the Cell","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09RX45W14,"NOT AVAILABLE","NOT AVAILABLE",2022-12-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Song of the Cell","NOT AVAILABLE",1285389800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B09RX2WQ3M,"NOT AVAILABLE","NOT AVAILABLE",2022-12-16T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","No One Left to Come Looking for You","NOT AVAILABLE",1285389800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B09RX45W14,"NOT AVAILABLE","NOT AVAILABLE",2022-12-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Song of the Cell","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0B33PJZJT,"NOT AVAILABLE","NOT AVAILABLE",2022-12-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","World's Greatest Running Lessons: 50 Lessons to Elevate Your Running","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0B33PJZJT,"NOT AVAILABLE","NOT AVAILABLE",2022-12-14T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","World's Greatest Running Lessons: 50 Lessons to Elevate Your Running","NOT AVAILABLE",1285389800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B09NH4DJBP,"NOT AVAILABLE","NOT AVAILABLE",2022-12-13T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Night of the Living Rez","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08KH4LZDM,"NOT AVAILABLE","NOT AVAILABLE",2022-12-08T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Master & Margarita","NOT AVAILABLE",1285389800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08KH4LZDM,"NOT AVAILABLE","NOT AVAILABLE",2022-12-07T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Master & Margarita","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09NH4DJBP,"NOT AVAILABLE","NOT AVAILABLE",2022-12-02T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Night of the Living Rez","NOT AVAILABLE",1285389800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B07WK8JZ9N,"NOT AVAILABLE","NOT AVAILABLE",2022-11-18T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","In Fifty Words!: Micro Fictions","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0BH8GTQYX,"NOT AVAILABLE","NOT AVAILABLE",2022-11-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Heart of a Dog","NOT AVAILABLE",3889340042,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09285Y1V4,"NOT AVAILABLE","NOT AVAILABLE",2022-11-11T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Lost & Found","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09QPJKSXM,"NOT AVAILABLE","NOT AVAILABLE",2022-11-05T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Cheap Land Colorado","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B003BRBCFG,"NOT AVAILABLE","NOT AVAILABLE",2022-10-28T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Boundary Waters","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0B193DJYK,"NOT AVAILABLE","NOT AVAILABLE",2022-10-23T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Indigenous Continent: The Epic Contest for North America","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09NLPTNQ2,"NOT AVAILABLE","NOT AVAILABLE",2022-10-05T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Bullet That Missed","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC0QBQ,"NOT AVAILABLE","NOT AVAILABLE",2022-10-05T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Iron Lake (20th Anniversary Edition)","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC0QBQ,"NOT AVAILABLE","NOT AVAILABLE",2022-10-01T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Iron Lake (20th Anniversary Edition)","NOT AVAILABLE",1285338600,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B097769VDM,"NOT AVAILABLE","NOT AVAILABLE",2022-09-28T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Nine Lives","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B098TZ17NC,"NOT AVAILABLE","NOT AVAILABLE",2022-09-26T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Index, A History of the: A Bookish Adventure from Medieval Manuscripts to the Digital Age","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08PF965W9,2022-09-06T00:00:00.00Z,2022-09-06T00:00:00.00Z,2022-09-26T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,Amazon.com,"Enhanced TypeSetting",Shape,"Request sent",3867620003,Failed,"NOT AVAILABLE",2022-09-06T00:00:00.00Z,"Book revision update"
B09QKTFZGR,"NOT AVAILABLE","NOT AVAILABLE",2022-09-25T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","If Nietzsche Were a Narwhal","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09NTJPTKN,"NOT AVAILABLE","NOT AVAILABLE",2022-09-23T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","If I Survive You","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08PC3SZHX,"NOT AVAILABLE","NOT AVAILABLE",2022-09-20T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","A Slow Fire Burning","NOT AVAILABLE",3867620003,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09G9C2WRT,"NOT AVAILABLE","NOT AVAILABLE",2022-09-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Novelist","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09JPFYQY2,"NOT AVAILABLE","NOT AVAILABLE",2022-09-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Path Lit by Lightning","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09HCD24DJ,"NOT AVAILABLE","NOT AVAILABLE",2022-09-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Angel of Rome","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09841WSGD,"NOT AVAILABLE","NOT AVAILABLE",2022-09-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Bomb Shelter","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08THH7R49,"NOT AVAILABLE","NOT AVAILABLE",2022-09-13T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Five Decembers","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08THH7R49,"NOT AVAILABLE","NOT AVAILABLE",2022-09-06T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Five Decembers","NOT AVAILABLE",1285325800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08YRM9NBM,"NOT AVAILABLE","NOT AVAILABLE",2022-08-27T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Man Who Died Twice","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08YRM9NBM,"NOT AVAILABLE","NOT AVAILABLE",2022-08-23T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Man Who Died Twice","NOT AVAILABLE",1285313000,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B01MSICPW3,"NOT AVAILABLE","NOT AVAILABLE",2022-08-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Less (Winner of the Pulitzer Prize)","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B00OICLVBI,"NOT AVAILABLE","NOT AVAILABLE",2022-08-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The 5 Love Languages","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B084M663VB,"NOT AVAILABLE","NOT AVAILABLE",2022-08-12T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Thursday Murder Club","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B084M663VB,"NOT AVAILABLE","NOT AVAILABLE",2022-08-09T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,Amazon.com,"Enhanced TypeSetting","The Thursday Murder Club","Xray is not available",3838630001,Failed,"NOT AVAILABLE",2022-08-09T00:00:00.00Z,"Book revision update"
B08HL86V91,"NOT AVAILABLE","NOT AVAILABLE",2022-08-02T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","My Year Abroad","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09HCD24DJ,"NOT AVAILABLE","NOT AVAILABLE",2022-07-31T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Angel of Rome","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B095MPSYWY,"NOT AVAILABLE","NOT AVAILABLE",2022-07-29T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","When I'm Gone, Look for Me in the East","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B097T5JR84,"NOT AVAILABLE","NOT AVAILABLE",2022-07-25T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Dirtbag, Massachusetts","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08N8Z99MK,2022-03-22T00:00:00.00Z,2022-03-22T00:00:00.00Z,2022-07-21T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,Amazon.com,"Enhanced TypeSetting",Crossroads,"Request sent",3838630001,Failed,"NOT AVAILABLE",2022-03-22T00:00:00.00Z,"Book revision update"
B08N8Z99MK,"NOT AVAILABLE","NOT AVAILABLE",2022-07-20T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",Crossroads,"NOT AVAILABLE",1285288000,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B095MPSYWY,"NOT AVAILABLE","NOT AVAILABLE",2022-07-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","When I'm Gone, Look for Me in the East","NOT AVAILABLE",1285287400,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B00AEBETU2,"NOT AVAILABLE","NOT AVAILABLE",2022-07-03T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Boys in the Boat","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0151YQYYU,"NOT AVAILABLE","NOT AVAILABLE",2022-06-27T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Imagine Me Gone","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08P98PVY2,"NOT AVAILABLE","NOT AVAILABLE",2022-06-25T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Guide","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08P98PVY2,"NOT AVAILABLE","NOT AVAILABLE",2022-06-23T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Guide","NOT AVAILABLE",1223688292,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B09QBBMXCR,"NOT AVAILABLE","NOT AVAILABLE",2022-06-21T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Trail Runner: How to Build it, How to keep it","NOT AVAILABLE",1223426148,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08J3YYP2M,"NOT AVAILABLE","NOT AVAILABLE",2022-06-21T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Plant-Based Athlete","NOT AVAILABLE",1223426148,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08KL58Q4X,"NOT AVAILABLE","NOT AVAILABLE",2022-06-20T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Stupid Things I Won't Do When I Get Old","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09BTJNJCX,"NOT AVAILABLE","NOT AVAILABLE",2022-06-19T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","River of the Gods","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B098TZ17NC,"NOT AVAILABLE","NOT AVAILABLE",2022-06-19T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Index, A History of the: A Bookish Adventure from Medieval Manuscripts to the Digital Age","NOT AVAILABLE",1223426148,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B098QS47D3,"NOT AVAILABLE","NOT AVAILABLE",2022-06-12T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Paris Apartment","NOT AVAILABLE",3838630001,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09BTJNJCX,"NOT AVAILABLE","NOT AVAILABLE",2022-06-09T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","River of the Gods","NOT AVAILABLE",1223164004,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B096DH95W8,"NOT AVAILABLE","NOT AVAILABLE",2022-06-09T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Run Like a Pro (Even If You're Slow)","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B00JX43A0G,"NOT AVAILABLE","NOT AVAILABLE",2022-06-08T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Rover (Kindle Single)","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08XTNHRR5,2022-05-20T00:00:00.00Z,2022-05-20T00:00:00.00Z,2022-06-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,Amazon.com,"Enhanced TypeSetting",Immune,"Request sent",3807140059,Failed,"NOT AVAILABLE",2022-05-20T00:00:00.00Z,"Book revision update"
B093ZQCS29,"NOT AVAILABLE","NOT AVAILABLE",2022-06-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Anthem,"NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09Q1SQ567,"NOT AVAILABLE","NOT AVAILABLE",2022-06-03T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Episode 2: Officer Bella Cappicci","NOT AVAILABLE",1223164004,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B09QCX4JK7,"NOT AVAILABLE","NOT AVAILABLE",2022-06-03T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Episode 3: Night Visitor","NOT AVAILABLE",1223164004,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B07D2C6J4K,"NOT AVAILABLE","NOT AVAILABLE",2022-05-29T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Silent Patient","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B07D2C6J4K,"NOT AVAILABLE","NOT AVAILABLE",2022-05-29T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Silent Patient","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B095MMJYSR,"NOT AVAILABLE","NOT AVAILABLE",2022-05-23T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Swimmers","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07WYSF921,"NOT AVAILABLE","NOT AVAILABLE",2022-05-23T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Dead West","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07WYSF921,"NOT AVAILABLE","NOT AVAILABLE",2022-05-20T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Dead West","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08XTNHRR5,2022-05-20T00:00:00.00Z,2022-05-20T00:00:00.00Z,2022-05-20T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE",Amazon.com,"Enhanced TypeSetting",Immune,"Request sent",1221853284,Success,"cf46bcb593354554ac0d6b60551cd370",2022-05-20T00:00:00.00Z,"Book revision update"
B0756J4NRG,"NOT AVAILABLE","NOT AVAILABLE",2022-05-20T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Broken Ice","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07GVCBVYC,"NOT AVAILABLE","NOT AVAILABLE",2022-05-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Shallows","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B0756J4NRG,"NOT AVAILABLE","NOT AVAILABLE",2022-05-17T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Broken Ice","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B01NBJMMRR,"NOT AVAILABLE","NOT AVAILABLE",2022-05-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Gone to Dust","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B01NBJMMRR,"NOT AVAILABLE","NOT AVAILABLE",2022-05-15T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Gone to Dust","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
