created_timestamp,preferred_marketplace,country,device_family,ASIN,User Action,Context,Gesture
2024-01-16T02:13:03Z,www.amazon.com,US,Kindle E-reader,B08TF1VTGX,Menu,In-book,Tap
2023-05-16T20:44:02Z,www.amazon.com,US,Kindle E-reader,B003L77UKC,exitBook,In-book,Tap
2023-03-20T20:56:14Z,www.amazon.com,US,Kindle E-reader,B0B3Y8DJFJ,exitBook,In-book,Tap
2023-02-13T19:23:23Z,www.amazon.com,US,Kindle E-reader,B09QMHZ53K,exitBook,In-book,Tap
2025-07-10T21:30:23Z,www.amazon.com,US,Kindle E-reader,Not Available,exitBook,In-book,Tap
2025-08-01T21:02:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Back,KPP_SETTINGS,Tap
2024-03-03T05:35:42Z,www.amazon.com,US,Kindle E-reader,B0C7RPT9B3,exitBook,In-book,Tap
2023-12-31T04:49:36Z,www.amazon.com,US,Kindle E-reader,B003XT60E0,exitBook,In-book,Tap
2024-12-19T05:05:52Z,www.amazon.com,US,Kindle E-reader,D81BB38BBD7A4F42B0EE762A686912BA,exitBook,In-book,Tap
2025-07-27T18:31:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Back,KPP_SETTINGS,Tap
2023-03-03T04:17:57Z,www.amazon.com,US,Kindle E-reader,B09NW4FN2R,exitBook,In-book,Tap
2025-04-21T02:38:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Home,KPP_LIBRARY,Tap
2024-11-07T03:39:05Z,www.amazon.com,US,Kindle E-reader,Q2GMDSWTP3KRSTVF5WHAONVIHS325UHL,exitBook,In-book,Tap
2025-04-07T02:32:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Menu,In-book,Tap
2023-10-01T00:52:32Z,www.amazon.com,US,Kindle E-reader,B0BJNKTFGH,exitBook,In-book,Tap
2024-04-13T22:35:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Menu,KPP_SETTINGS,Tap
2025-01-23T04:54:32Z,www.amazon.com,US,Kindle E-reader,B0CC1J32NG,exitBook,In-book,Tap
2025-02-21T22:53:58Z,www.amazon.com,US,Kindle E-reader,Not Available,AaMenu,In-book,Tap
2023-07-07T03:17:36Z,www.amazon.com,US,Kindle E-reader,B09Y94K74X,exitBook,In-book,Tap
