created_timestamp,preferred_marketplace,country,device_family,last_used_ASIN,kindle_software_version,action_performed,item_position,user_action_type,campiaign_page_position
2024-03-20T04:35:48Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4193180020,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-04-13T18:28:38Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-07-31T03:13:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-08-27T03:10:52Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Book Selected,Selected Campaign Header,tap,1
2023-08-09T02:16:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Selected Campaign Header,tap,1
2023-12-31T04:33:51Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Selected Campaign Header,tap,1
2023-03-14T04:00:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-02-20T03:13:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-08-16T23:48:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Tap on Card Title,Selected Campaign Header,tap,13
2025-04-18T03:27:36Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Menu Option Selected,Selected Campaign Header,tap,1
2023-01-03T04:52:20Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2024-10-02T21:37:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4289730037,Tap on Card Title,Selected Campaign Header,tap,1
2024-01-18T04:42:58Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-08-09T02:25:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2024-01-15T04:28:54Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2025-04-20T04:42:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Tap on Card Title,Selected Campaign Header,tap,1
2024-05-11T04:56:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,com.amazon.ignite.action.delete_permanently,Action Performed in Fifth Book of the Campaign,book_detail_view_action,1
2024-11-05T22:30:35Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4289730037,Menu Option Selected,Selected Campaign Header,tap,1
2024-12-03T04:49:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Menu Option Selected,Selected Campaign Header,tap,1
2024-06-11T04:37:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Tap on Card Title,Selected Campaign Header,tap,1
2024-08-20T03:58:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Selected Campaign Header,tap,1
2023-05-15T20:37:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-01-07T21:09:52Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Selected Campaign Header,tap,1
2024-07-26T19:16:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4246270033,Tap on Card Title,Selected Campaign Header,tap,4
2025-02-28T00:50:51Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-05-30T03:56:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Tap on Card Title,Selected Campaign Header,tap,10
2025-04-13T20:09:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.go_to_action,Selected Campaign Header,book_detail_view_action,1
2023-07-19T02:08:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-01-12T05:32:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Delete Book From Library,Action Performed in First Book of the Campaign,book_detail_view_action,1
2022-12-07T04:22:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-08-27T05:01:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in Third Book of the Campaign,tap,2
2025-03-26T03:32:18Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Information Page Invoked,Selected Campaign Header,hold,1
2023-06-28T03:56:28Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2023-04-12T03:46:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-04-12T00:30:07Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2024-03-05T05:28:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-05-11T04:57:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,asin_horizontal_scroll_3_7,Selected Campaign Header,BackwardHorizontalScroll,1
2024-12-06T03:52:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-01-13T04:35:05Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2024-01-10T04:35:14Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Menu Option Selected,Selected Campaign Header,tap,1
2023-08-09T02:16:21Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2025-05-28T03:20:18Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,com.amazon.library.actions.go_to_action,Selected Campaign Header,book_detail_view_action,1
2023-02-21T05:09:09Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2023-08-09T02:25:03Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2024-02-08T21:24:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-08-09T02:15:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2022-12-27T04:18:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2025-07-27T18:33:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2024-08-20T04:08:03Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Selected Campaign Header,tap,1
2025-01-20T05:30:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2025-01-10T04:25:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-03-14T04:01:28Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-03-09T17:55:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2025-06-09T04:30:58Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2023-07-26T20:35:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-04-21T22:11:33Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2024-05-05T21:11:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-10-11T21:14:30Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Tap on Card Title,Selected Campaign Header,tap,1
2023-11-27T21:50:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,Book Selected,Selected Campaign Header,tap,1
2024-01-18T04:43:14Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-04-28T03:36:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2023-12-31T04:49:52Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-07-08T22:02:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4246270033,Book Selected,Selected Campaign Header,tap,1
2024-03-08T22:29:38Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.view_in_store,Selected Campaign Header,book_detail_view_action,1
2023-10-11T21:14:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2023-02-22T06:52:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2023-03-02T04:42:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2025-06-19T03:15:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2023-04-10T23:55:50Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-03-10T18:29:13Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-02-20T21:40:06Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-09-27T03:42:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4289730037,Book Selected,Selected Campaign Header,tap,1
2023-02-13T19:13:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2023-03-03T04:08:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2025-05-06T03:25:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,ImageTap,Selected Campaign Header,tap,5
2024-12-03T04:49:53Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2025-07-06T20:09:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2023-12-01T04:09:30Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2023-07-07T19:20:20Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2025-05-06T03:39:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Delete Book From Library,Selected Campaign Header,book_detail_view_action,1
2023-01-01T04:42:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-08-20T04:00:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Selected Campaign Header,tap,1
2024-07-08T22:04:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4246270033,Tap on Card Title,Selected Campaign Header,tap,1
2025-06-11T03:09:30Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2024-09-12T22:12:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-01-28T05:27:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2023-07-05T02:16:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2023-07-26T03:54:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Menu Option Selected,Selected Campaign Header,tap,1
2024-06-05T05:02:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-01-28T05:16:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2023-02-01T19:36:35Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-03-08T22:29:36Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Selected Campaign Header,tap,1
2023-06-20T03:06:03Z,www.amazon.com,US,Kindle E-reader,B000GCFX6S,3924980005,Book Selected,Selected Campaign Header,tap,1
2023-01-03T05:08:06Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Tap on Card Title,Selected Campaign Header,tap,1
2025-04-07T02:27:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-02-03T06:11:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Selected Campaign Header,tap,1
2025-07-17T21:13:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-03-07T03:34:53Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2022-12-20T03:42:14Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-29T17:18:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Selected Campaign Header,tap,1
2023-05-27T18:06:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Selected Campaign Header,tap,1
2023-04-11T03:08:10Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2025-07-17T19:57:57Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2024-08-27T21:57:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Selected Campaign Header,tap,1
2025-01-07T05:52:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2025-06-09T04:31:02Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-08-07T04:39:50Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-11-28T05:05:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-03-25T21:56:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-03-23T04:55:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4193180020,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-02-05T17:11:29Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,7
2023-01-13T04:35:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2023-05-08T21:33:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2025-01-16T00:02:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-06-11T04:37:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in Third Book of the Campaign,tap,1
2023-01-12T05:34:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,6,tap,1
2024-05-30T03:54:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Menu Option Selected,Selected Campaign Header,tap,1
2023-10-19T04:11:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,asin_horizontal_scroll_3_7,Selected Campaign Header,BackwardHorizontalScroll,1
2023-08-04T04:11:07Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Menu Option Selected,Selected Campaign Header,tap,1
2022-12-15T03:28:51Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Action Performed in First Book of the Campaign,book_detail_view_action,1
2025-03-01T21:58:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-01-28T05:27:30Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2023-11-21T03:35:35Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-08-16T23:44:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Tap on Card Title,Selected Campaign Header,tap,2
2024-09-27T03:50:06Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4289730037,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-08T21:32:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2023-02-05T04:29:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-01-05T18:49:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-06-14T03:43:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in Fifth Book of the Campaign,tap,1
2025-05-06T03:34:42Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,asin_horizontal_scroll_4_9,Selected Campaign Header,ForwardHorizontalScroll,2
2024-08-24T04:49:18Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-03-08T22:29:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Selected Campaign Header,tap,1
2023-06-14T03:44:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.remove_this_sample,Action Performed in First Book of the Campaign,book_detail_view_action,1
2023-05-29T17:15:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2023-02-20T03:13:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2025-02-16T04:34:09Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-02-06T22:01:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-11-17T04:17:12Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,com.amazon.library.actions.permanently_delete_item,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2023-05-27T18:06:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Selected Campaign Header,tap,1
2024-03-03T05:18:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Action Performed in Fourth Book of the Campaign,tap,1
2022-12-15T03:28:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2023-11-28T04:41:18Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-03-30T03:49:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Information Page Invoked,Selected Campaign Header,hold,1
2023-02-06T23:58:02Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Tap on Card Title,Selected Campaign Header,tap,1
2024-03-01T04:19:14Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-05-11T02:50:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,2
2023-02-15T06:07:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-01-15T04:29:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-03-14T02:48:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-01-26T04:45:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,asin_horizontal_scroll_3_7,Selected Campaign Header,BackwardHorizontalScroll,1
2025-04-07T02:34:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-10-12T16:54:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-05-08T03:22:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2023-02-20T21:40:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-07-14T02:53:50Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2025-04-21T22:28:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2023-03-13T04:46:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-03-03T04:08:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2025-03-26T03:33:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Menu Option Selected,Selected Campaign Header,tap,1
2022-12-16T05:17:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2024-01-25T20:33:58Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-02-23T05:29:07Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.return_borrowed_book_action,Action Performed in First Book of the Campaign,book_detail_view_action,1
2023-08-19T03:37:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Tap on Card Title,Selected Campaign Header,tap,1
2024-05-04T17:47:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in First Book of the Campaign,tap,1
2022-12-02T21:11:54Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2023-05-20T03:56:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2024-08-09T03:15:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2023-03-08T22:10:52Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-01-03T21:32:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Selected Campaign Header,tap,1
2024-08-09T03:16:10Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2024-03-01T02:25:06Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-08-27T22:06:29Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Selected Campaign Header,tap,1
2025-04-18T03:34:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2025-07-01T02:37:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2023-12-31T04:54:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Menu Option Selected,Selected Campaign Header,tap,1
2024-01-03T21:32:21Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2023-01-03T05:07:28Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2025-03-26T03:32:05Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-07-08T22:01:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4246270033,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2024-02-08T21:24:05Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Selected Campaign Header,tap,1
2023-02-15T06:06:38Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Delete Book From Library,Selected Campaign Header,book_detail_view_action,1
2024-05-11T04:57:02Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in Fourth Book of the Campaign,tap,1
2023-01-03T04:52:09Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-04-28T22:56:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.remove_this_sample,Selected Campaign Header,book_detail_view_action,1
