device_record_time,Device Serial Number,country_of_residence,app_package_name,app_version_name,app_version_code,device_type,device_profile_type,app_profile_type,launch_count,duration_milliseconds,software_version,metric_level,product_mode,reason_code,metric_source,start_time,Amazon Marketplace
2024-03-28T16:32:03Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,4130,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-28T16:31:59Z,Amazon.com
2024-03-26T03:18:06Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1454101,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:53:52Z,Amazon.com
2024-03-26T02:53:52Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,6096,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:53:46Z,Amazon.com
2024-03-26T02:53:52Z,G0016T03101203AQ,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,5879,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:53:46Z,Amazon.com
2024-03-26T02:53:47Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,12380,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:53:35Z,Amazon.com
2024-03-26T02:53:35Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,6728,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:53:29Z,Amazon.com
2024-03-26T02:53:34Z,G0016T03101203AQ,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,5829,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:53:28Z,Amazon.com
2024-03-26T02:53:29Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,135530,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:51:14Z,Amazon.com
2024-03-26T02:51:14Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,329660,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:45:44Z,Amazon.com
2024-03-26T02:51:10Z,G0016T03101203AQ,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,307216,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-26T02:46:03Z,Amazon.com
2024-03-23T04:59:53Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,250929,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-23T04:55:42Z,Amazon.com
2024-03-23T04:55:42Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,24227,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-23T04:55:18Z,Amazon.com
2024-03-23T04:55:41Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,23655,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-23T04:55:17Z,Amazon.com
2024-03-23T04:55:24Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,190114,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-23T04:52:14Z,Amazon.com
2024-03-23T04:52:14Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3235,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-23T04:52:11Z,Amazon.com
2024-03-23T04:46:48Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1273005,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-23T04:25:35Z,Amazon.com
2024-03-23T04:25:35Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3394,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-23T04:25:31Z,Amazon.com
2024-03-22T04:02:50Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,837475,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-22T03:48:53Z,Amazon.com
2024-03-22T03:48:52Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,2863,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-22T03:48:50Z,Amazon.com
2024-03-21T03:44:21Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1811701,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-21T03:14:09Z,Amazon.com
2024-03-21T03:14:09Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,20137,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-21T03:13:49Z,Amazon.com
2024-03-20T04:44:39Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,530577,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T04:35:49Z,Amazon.com
2024-03-20T04:35:49Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,8554,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T04:35:40Z,Amazon.com
2024-03-20T04:35:48Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,8247,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T04:35:39Z,Amazon.com
2024-03-20T04:35:41Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2439360,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T03:55:02Z,Amazon.com
2024-03-20T03:55:02Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,28516,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T03:54:34Z,Amazon.com
2024-03-20T03:55:01Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,28115,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T03:54:33Z,Amazon.com
2024-03-20T03:54:36Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,868701,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T03:40:08Z,Amazon.com
2024-03-20T03:40:07Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3890,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-20T03:40:04Z,Amazon.com
2024-03-19T21:34:52Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,851479,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T21:20:41Z,Amazon.com
2024-03-19T21:20:40Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,2692,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T21:20:38Z,Amazon.com
2024-03-19T21:20:34Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,231749,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T21:16:42Z,Amazon.com
2024-03-19T21:16:42Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,11028,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T21:16:30Z,Amazon.com
2024-03-19T04:34:52Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2490287,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T03:53:22Z,Amazon.com
2024-03-19T03:53:22Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,13161,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T03:53:09Z,Amazon.com
2024-03-19T03:53:21Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,13855,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T03:53:07Z,Amazon.com
2024-03-19T03:53:11Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,598131,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T03:43:12Z,Amazon.com
2024-03-19T03:43:12Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3152,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-19T03:43:09Z,Amazon.com
2024-03-18T04:31:20Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1261413,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T04:10:19Z,Amazon.com
2024-03-18T04:10:19Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,10108,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T04:10:09Z,Amazon.com
2024-03-18T04:10:16Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,7681,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T04:10:08Z,Amazon.com
2024-03-18T04:10:10Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1037205,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T03:52:53Z,Amazon.com
2024-03-18T03:52:53Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,19195,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T03:52:34Z,Amazon.com
2024-03-18T03:52:49Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,15168,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T03:52:34Z,Amazon.com
2024-03-18T03:52:37Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,367656,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T03:46:30Z,Amazon.com
2024-03-18T03:46:29Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,2545,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-18T03:46:27Z,Amazon.com
2024-03-17T04:29:28Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1770649,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-17T03:59:57Z,Amazon.com
2024-03-17T03:59:57Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,5110,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-17T03:59:52Z,Amazon.com
2024-03-16T03:36:48Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1566403,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-16T03:10:42Z,Amazon.com
2024-03-16T03:10:42Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,21762,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-16T03:10:20Z,Amazon.com
2024-03-16T03:10:37Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,84790733,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T03:26:48Z,Amazon.com
2024-03-16T03:10:20Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,5103,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-16T03:10:15Z,Amazon.com
2024-03-15T18:25:32Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,21282,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T18:25:11Z,Amazon.com
2024-03-15T18:25:10Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1660,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T18:25:09Z,Amazon.com
2024-03-15T16:35:03Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,600404,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T16:25:03Z,Amazon.com
2024-03-15T16:25:02Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,4923,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T16:24:57Z,Amazon.com
2024-03-15T16:23:34Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,5129,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T16:23:29Z,Amazon.com
2024-03-15T16:23:28Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,2267,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T16:23:26Z,Amazon.com
2024-03-15T03:19:15Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,600397,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T03:09:14Z,Amazon.com
2024-03-15T03:09:09Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,639334,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T02:58:30Z,Amazon.com
2024-03-15T02:58:30Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,45814,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T02:57:44Z,Amazon.com
2024-03-15T02:58:27Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,43783,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T02:57:44Z,Amazon.com
2024-03-15T02:57:48Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,452849,4193180020,appAction,Not Available,Not Available,Not Available,2024-03-15T02:50:15Z,Amazon.com
2024-03-15T02:50:15Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,9024,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-15T02:50:05Z,Amazon.com
2024-03-14T04:18:52Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1715808,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-14T03:50:16Z,Amazon.com
2024-03-14T03:50:15Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1883,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-14T03:50:14Z,Amazon.com
2024-03-13T21:04:44Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1435960,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T20:40:48Z,Amazon.com
2024-03-13T20:40:47Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,545,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T20:40:46Z,Amazon.com
2024-03-13T05:34:43Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1910617,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T05:02:52Z,Amazon.com
2024-03-13T05:02:52Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,55632,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T05:01:56Z,Amazon.com
2024-03-13T05:01:56Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3095,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T05:01:53Z,Amazon.com
2024-03-13T04:18:39Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,827825,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T04:04:51Z,Amazon.com
2024-03-13T04:04:51Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,86477,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T04:03:24Z,Amazon.com
2024-03-13T03:59:03Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1069252,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T03:41:14Z,Amazon.com
2024-03-13T03:41:14Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,4304,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-13T03:41:10Z,Amazon.com
2024-03-10T22:37:29Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,630856,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T22:26:59Z,Amazon.com
2024-03-10T21:36:59Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1209740,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T21:16:49Z,Amazon.com
2024-03-10T21:16:49Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1380,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T21:16:48Z,Amazon.com
2024-03-10T19:02:28Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1015242,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:45:33Z,Amazon.com
2024-03-10T18:45:33Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1224,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:45:32Z,Amazon.com
2024-03-10T18:34:17Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,203308,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:30:53Z,Amazon.com
2024-03-10T18:30:53Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,43910,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:30:10Z,Amazon.com
2024-03-10T18:30:52Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,42816,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:30:09Z,Amazon.com
2024-03-10T18:30:10Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,55938,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:29:14Z,Amazon.com
2024-03-10T18:29:15Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,210682,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:25:44Z,Amazon.com
2024-03-10T18:29:13Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,210416,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T18:25:43Z,Amazon.com
2024-03-10T18:25:45Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1630664,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T17:58:34Z,Amazon.com
2024-03-10T17:58:34Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,2580,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T17:58:32Z,Amazon.com
2024-03-10T04:52:04Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2596762,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T04:08:47Z,Amazon.com
2024-03-10T04:08:46Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3080,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T04:08:43Z,Amazon.com
2024-03-10T01:00:59Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,752933,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T00:48:26Z,Amazon.com
2024-03-10T00:48:26Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1293,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T00:48:24Z,Amazon.com
2024-03-10T00:35:46Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1185372,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T00:16:00Z,Amazon.com
2024-03-10T00:16:00Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3622,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-10T00:15:57Z,Amazon.com
2024-03-09T14:35:22Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1331159,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-09T14:13:11Z,Amazon.com
2024-03-09T14:13:11Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,3309,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-09T14:13:07Z,Amazon.com
2024-03-09T05:30:28Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2252367,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-09T04:52:55Z,Amazon.com
2024-03-09T04:52:55Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,8335,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-09T04:52:46Z,Amazon.com
2024-03-09T02:34:16Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1104299,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-09T02:15:51Z,Amazon.com
2024-03-09T02:15:51Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1632,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-09T02:15:49Z,Amazon.com
2024-03-09T02:13:24Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,8456501,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T23:52:28Z,Amazon.com
2024-03-08T23:52:27Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1986,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T23:52:25Z,Amazon.com
2024-03-08T23:20:20Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,3019079,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T22:30:01Z,Amazon.com
2024-03-08T22:30:01Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,200203,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T22:26:41Z,Amazon.com
2024-03-08T22:29:58Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,197550,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T22:26:40Z,Amazon.com
2024-03-08T22:26:43Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2852239,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T21:39:11Z,Amazon.com
2024-03-08T21:39:11Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,6311,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T21:39:05Z,Amazon.com
2024-03-08T05:48:54Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,5795256,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T04:12:19Z,Amazon.com
2024-03-08T04:12:18Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,2610,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-08T04:12:15Z,Amazon.com
2024-03-07T21:58:53Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1654167,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-07T21:31:19Z,Amazon.com
2024-03-07T21:31:18Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1875,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-07T21:31:16Z,Amazon.com
2024-03-07T05:14:02Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1855365,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-07T04:43:07Z,Amazon.com
2024-03-07T04:43:06Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,5908,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-07T04:43:01Z,Amazon.com
2024-03-07T01:02:16Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2578207,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-07T00:19:17Z,Amazon.com
2024-03-07T00:19:17Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,UNKNOWN,0,Ereader,Not Available,Not Available,1,1763,4169610030,appAction,Not Available,Not Available,Not Available,2024-03-07T00:19:15Z,Amazon.com
